tool_id,tool_title,protocol_title,protocol_category,search_query,rank,pmid,paper_title,authors,journal,year,pubmed_url
634ee5fd-9224-4143-b9bd-19c1d80be72e,Stress-Is-Enhancing Mindset,Master Stress & Anxiety Quickly,stress,Stress-Is-Enhancing Mindset stress management,2,40355837,The association between a stress-is-enhancing mindset and internet gaming disorder was mediated by behavioral disengagement among medical undergraduate students: a multi-center survey in China.,"Xiang H, Liu L, Su X et al.",BMC psychiatry,2025,https://pubmed.ncbi.nlm.nih.gov/40355837/
634ee5fd-9224-4143-b9bd-19c1d80be72e,Stress-Is-Enhancing Mindset,Master Stress & Anxiety Quickly,stress,Stress-Is-Enhancing Mindset stress management,3,39255377,Can the stress be managed? Stress mindset as a mitigating factor in the influence of job demands on burnout.,"Zhou Y, Jin T, Zhang L",Nursing open,2024,https://pubmed.ncbi.nlm.nih.gov/39255377/
8165a306-42d3-421c-8769-01f25002aa99,Magnesium for Stress Relief,Master Stress & Anxiety Quickly,stress,Magnesium for Stress Relief stress management,1,41515258,The Role of Lifestyle and Diet in the Treatment of Endometriosis: A Review.,"Boroncsok D, Filó A, Török M et al.",Nutrients,2026,https://pubmed.ncbi.nlm.nih.gov/41515258/
8165a306-42d3-421c-8769-01f25002aa99,Magnesium for Stress Relief,Master Stress & Anxiety Quickly,stress,Magnesium for Stress Relief stress management,2,40710495,From Sea to Relief: The Therapeutic Potential of Marine Algal Antioxidants in Pain Alleviation.,"Belda-Antolí M, Ros Bernal FA, Vicente-Mampel J",Marine drugs,2025,https://pubmed.ncbi.nlm.nih.gov/40710495/
8165a306-42d3-421c-8769-01f25002aa99,Magnesium for Stress Relief,Master Stress & Anxiety Quickly,stress,Magnesium for Stress Relief stress management,3,10754345,Pearls and pitfalls in the use and abuse of diuretics for chronic congestive heart failure.,Constant J,Cardiology,1999,https://pubmed.ncbi.nlm.nih.gov/10754345/
1dabf713-a70b-4dc0-ae88-9cf09ba98c8d,Vitamin D3 Supplementation,Support Immune System and Hormonal Health with Vitamin D,hormones,Vitamin D3 Supplementation hormones,1,32840597,Effect of Vitamin D3 Supplementation on Severe Asthma Exacerbations in Children With Asthma and Low Vitamin D Levels: The VDKA Randomized Clinical Trial.,"Forno E, Bacharier LB, Phipatanakul W et al.",JAMA,2020,https://pubmed.ncbi.nlm.nih.gov/32840597/
1dabf713-a70b-4dc0-ae88-9cf09ba98c8d,Vitamin D3 Supplementation,Support Immune System and Hormonal Health with Vitamin D,hormones,Vitamin D3 Supplementation hormones,2,32704098,"Vitamin D supplementation: cholecalciferol, calcifediol, and calcitriol.",Vieth R,European journal of clinical nutrition,2020,https://pubmed.ncbi.nlm.nih.gov/32704098/
1dabf713-a70b-4dc0-ae88-9cf09ba98c8d,Vitamin D3 Supplementation,Support Immune System and Hormonal Health with Vitamin D,hormones,Vitamin D3 Supplementation hormones,3,30611908,"Daily oral dosing of vitamin D3 using 5000 TO 50,000 international units a day in long-term hospitalized patients: Insights from a seven year experience.","McCullough PJ, Lehrer DS, Amend J",The Journal of steroid biochemistry and molecular biology,2019,https://pubmed.ncbi.nlm.nih.gov/30611908/
b3624558-3d08-4a43-b439-2d2ab1a1d278,Regular Blood Level Monitoring,Support Immune System and Hormonal Health with Vitamin D,hormones,Regular Blood Level Monitoring hormones,1,40388146,Immune Thrombotic Thrombocytopenic Purpura: A Review.,"Pishko AM, Li A, Cuker A",JAMA,2025,https://pubmed.ncbi.nlm.nih.gov/40388146/
b3624558-3d08-4a43-b439-2d2ab1a1d278,Regular Blood Level Monitoring,Support Immune System and Hormonal Health with Vitamin D,hormones,Regular Blood Level Monitoring hormones,2,39595594,How Does Physical Activity Modulate Hormone Responses?,"Mennitti C, Farina G, Imperatore A et al.",Biomolecules,2024,https://pubmed.ncbi.nlm.nih.gov/39595594/
b3624558-3d08-4a43-b439-2d2ab1a1d278,Regular Blood Level Monitoring,Support Immune System and Hormonal Health with Vitamin D,hormones,Regular Blood Level Monitoring hormones,3,36316391,Exercise in adults with type 1 diabetes mellitus.,"Riddell MC, Peters AL",Nature reviews. Endocrinology,2023,https://pubmed.ncbi.nlm.nih.gov/36316391/
429fa8b5-a7b5-4c8a-ab04-7f076af32d84,Protein-Rich Morning Meals,Balance Dopamine and Serotonin for Mood,mental-health,Protein-Rich Morning Meals mental-health,1,31523425,The ConsuMEER study: a randomised trial towards the effectiveness of protein-rich ready-made meals and protein-rich dairy products in increasing protein intake of community-dwelling older adults after switching from self-prepared meals towards ready-made meals.,"Borkent JW, Beelen J, Linschooten JO et al.",Journal of nutritional science,2019,https://pubmed.ncbi.nlm.nih.gov/31523425/
429fa8b5-a7b5-4c8a-ab04-7f076af32d84,Protein-Rich Morning Meals,Balance Dopamine and Serotonin for Mood,mental-health,Protein-Rich Morning Meals mental-health,2,36330134,Eating habits of children and adolescents during the COVID-19 era: A systematic review.,"Pourghazi F, Eslami M, Ehsani A et al.",Frontiers in nutrition,2022,https://pubmed.ncbi.nlm.nih.gov/36330134/
429fa8b5-a7b5-4c8a-ab04-7f076af32d84,Protein-Rich Morning Meals,Balance Dopamine and Serotonin for Mood,mental-health,Protein-Rich Morning Meals mental-health,3,19087403,Nutritional influences on cognitive function: mechanisms of susceptibility.,"Leigh Gibson E, Green MW",Nutrition research reviews,2002,https://pubmed.ncbi.nlm.nih.gov/19087403/
e314eb3a-3620-4fef-b25c-8f476cd375e7,Evening Carbohydrate Timing,Balance Dopamine and Serotonin for Mood,mental-health,Evening Carbohydrate Timing mental-health,1,32260404,Effects of Shift Work on the Eating Behavior of Police Officers on Patrol.,"Kosmadopoulos A, Kervezee L, Boudreau P et al.",Nutrients,2020,https://pubmed.ncbi.nlm.nih.gov/32260404/
602043ba-ae23-4ac3-898e-1b511b55ff5d,Mindful Eating Practices,Balance Dopamine and Serotonin for Mood,mental-health,Mindful Eating Practices mental-health,1,35431686,Self-Care in Nurses.,"Williams SG, Fruh S, Barinas JL et al.",Journal of radiology nursing,2022,https://pubmed.ncbi.nlm.nih.gov/35431686/
602043ba-ae23-4ac3-898e-1b511b55ff5d,Mindful Eating Practices,Balance Dopamine and Serotonin for Mood,mental-health,Mindful Eating Practices mental-health,2,27409075,"Proceedings of the 3rd IPLeiria's International Health Congress : Leiria, Portugal. 6-7 May 2016.","Tomás CC, Oliveira E, Sousa D et al.",BMC health services research,2016,https://pubmed.ncbi.nlm.nih.gov/27409075/
602043ba-ae23-4ac3-898e-1b511b55ff5d,Mindful Eating Practices,Balance Dopamine and Serotonin for Mood,mental-health,Mindful Eating Practices mental-health,3,38931249,"Mindful Eating, Nutrition Knowledge, and Weight Status among Medical Students: Implications for Health and Counseling Practices.","Serban DM, Ursoniu S, Moleriu RD et al.",Nutrients,2024,https://pubmed.ncbi.nlm.nih.gov/38931249/
3ad0768f-88ca-4221-8dd7-1407bfea05a3,Omega-3 Fatty Acids for Mood Stability,Control Aggression Through Nutrition,mental-health,Omega-3 Fatty Acids for Mood Stability mental-health,1,39997208,Omega-3 Fatty Acids for the Treatment of Bipolar Disorder Symptoms: A Narrative Review of the Current Clinical Evidence.,"Psara E, Papadopoulou SK, Mentzelou M et al.",Marine drugs,2025,https://pubmed.ncbi.nlm.nih.gov/39997208/
3ad0768f-88ca-4221-8dd7-1407bfea05a3,Omega-3 Fatty Acids for Mood Stability,Control Aggression Through Nutrition,mental-health,Omega-3 Fatty Acids for Mood Stability mental-health,2,39874718,Nutritional interventions in depression: The role of vitamin D and omega-3 fatty acids in neuropsychiatric health.,"Raza ML, Hassan ST, Jamil S et al.","Clinical nutrition (Edinburgh, Scotland)",2025,https://pubmed.ncbi.nlm.nih.gov/39874718/
3ad0768f-88ca-4221-8dd7-1407bfea05a3,Omega-3 Fatty Acids for Mood Stability,Control Aggression Through Nutrition,mental-health,Omega-3 Fatty Acids for Mood Stability mental-health,3,27885969,"36th International Symposium on Intensive Care and Emergency Medicine : Brussels, Belgium. 15-18 March 2016.",,"Critical care (London, England)",2016,https://pubmed.ncbi.nlm.nih.gov/27885969/
9f343699-58de-4b7a-8a42-724feeee1c80,Limit Alcohol and Excessive Caffeine,Control Aggression Through Nutrition,mental-health,Limit Alcohol and Excessive Caffeine mental-health,1,20301472,COL1A1- and COL1A2-Related Osteogenesis Imperfecta.,"Adam MP, Bick S, Mirzaa GM et al.",Unknown,1993,https://pubmed.ncbi.nlm.nih.gov/20301472/
9f343699-58de-4b7a-8a42-724feeee1c80,Limit Alcohol and Excessive Caffeine,Control Aggression Through Nutrition,mental-health,Limit Alcohol and Excessive Caffeine mental-health,2,12506261,[Etiology of adult insomnia].,Dollander M,L'Encephale,2002,https://pubmed.ncbi.nlm.nih.gov/12506261/
9f343699-58de-4b7a-8a42-724feeee1c80,Limit Alcohol and Excessive Caffeine,Control Aggression Through Nutrition,mental-health,Limit Alcohol and Excessive Caffeine mental-health,3,36364905,"Prenatal Caffeine Exposure Is Linked to Elevated Sugar Intake and BMI, Altered Reward Sensitivity, and Aberrant Insular Thickness in Adolescents: An ABCD Investigation.","Agarwal K, Manza P, Tejeda HA et al.",Nutrients,2022,https://pubmed.ncbi.nlm.nih.gov/36364905/
43b54391-7b77-449f-9da2-8e70d88b9e76,Magnesium for Stress Response,Control Aggression Through Nutrition,mental-health,Magnesium for Stress Response mental-health,1,28178022,"The impact of essential fatty acid, B vitamins, vitamin C, magnesium and zinc supplementation on stress levels in women: a systematic review.","McCabe D, Lisy K, Lockwood C et al.",JBI database of systematic reviews and implementation reports,2017,https://pubmed.ncbi.nlm.nih.gov/28178022/
43b54391-7b77-449f-9da2-8e70d88b9e76,Magnesium for Stress Response,Control Aggression Through Nutrition,mental-health,Magnesium for Stress Response mental-health,2,32734029,Evaluation of stress status using the stress map for guide dog candidates in the training stage using variations in the serum cortisol with nerve growth factor and magnesium ions.,"Ando I, Karasawa K, Shioya T et al.",Veterinary and animal science,2020,https://pubmed.ncbi.nlm.nih.gov/32734029/
43b54391-7b77-449f-9da2-8e70d88b9e76,Magnesium for Stress Response,Control Aggression Through Nutrition,mental-health,Magnesium for Stress Response mental-health,3,26591563,"[Magnesium deficiency and stress: Issues of their relationship, diagnostic tests, and approaches to therapy].","Tarasov EA, Blinov DV, Zimovina UV et al.",Terapevticheskii arkhiv,2015,https://pubmed.ncbi.nlm.nih.gov/26591563/
ee4f1a57-4644-46d3-9d72-2f396a3445f6,Avoid Alcohol and Cannabis,Enhance REM Sleep and Dream Quality,sleep,Avoid Alcohol and Cannabis sleep,1,35088480,"Sleep, substance misuse and addictions: a nationwide observational survey on smoking, alcohol, cannabis and sleep in 12,637 adults.","Leger D, Andler R, Richard JB et al.",Journal of sleep research,2022,https://pubmed.ncbi.nlm.nih.gov/35088480/
ee4f1a57-4644-46d3-9d72-2f396a3445f6,Avoid Alcohol and Cannabis,Enhance REM Sleep and Dream Quality,sleep,Avoid Alcohol and Cannabis sleep,2,40455913,Avoid serotonergic antidepressants for people with alcohol and other substance use disorders.,Perry T,Unknown,1994,https://pubmed.ncbi.nlm.nih.gov/40455913/
ee4f1a57-4644-46d3-9d72-2f396a3445f6,Avoid Alcohol and Cannabis,Enhance REM Sleep and Dream Quality,sleep,Avoid Alcohol and Cannabis sleep,3,21462790,Adverse effects of cannabis.,,Prescrire international,2011,https://pubmed.ncbi.nlm.nih.gov/21462790/
110a0b2e-1a26-417f-8b64-fd341fd5797a,REM Sleep Consistency,Enhance REM Sleep and Dream Quality,sleep,REM Sleep Consistency sleep,1,34948586,REM Sleep: An Unknown Indicator of Sleep Quality.,Barbato G,International journal of environmental research and public health,2021,https://pubmed.ncbi.nlm.nih.gov/34948586/
110a0b2e-1a26-417f-8b64-fd341fd5797a,REM Sleep Consistency,Enhance REM Sleep and Dream Quality,sleep,REM Sleep Consistency sleep,2,35819343,"REM sleep, REM parasomnias, REM sleep behaviour disorder.","Szûcs A, Mutti C, Papp A et al.",Ideggyogyaszati szemle,2022,https://pubmed.ncbi.nlm.nih.gov/35819343/
110a0b2e-1a26-417f-8b64-fd341fd5797a,REM Sleep Consistency,Enhance REM Sleep and Dream Quality,sleep,REM Sleep Consistency sleep,3,37625974,REM sleep function: Mythology vs. reality.,Siegel JM,Revue neurologique,2023,https://pubmed.ncbi.nlm.nih.gov/37625974/
b86bc367-68f5-4421-85f5-5434f36398ce,Visual Target Focusing,Visual Focus Protocol for Sustained Attention,focus,Visual Target Focusing cognitive performance,1,39562009,The emerging field of non-invasive brain stimulation in Alzheimer's disease.,"Koch G, Altomare D, Benussi A et al.",Brain : a journal of neurology,2024,https://pubmed.ncbi.nlm.nih.gov/39562009/
b86bc367-68f5-4421-85f5-5434f36398ce,Visual Target Focusing,Visual Focus Protocol for Sustained Attention,focus,Visual Target Focusing cognitive performance,2,33634751,Guidelines for the use and interpretation of assays for monitoring autophagy (4th edition)(1).,"Klionsky DJ, Abdel-Aziz AK, Abdelfatah S et al.",Autophagy,2021,https://pubmed.ncbi.nlm.nih.gov/33634751/
b86bc367-68f5-4421-85f5-5434f36398ce,Visual Target Focusing,Visual Focus Protocol for Sustained Attention,focus,Visual Target Focusing cognitive performance,3,37563907,Nootropic supplements for esports.,"Ribeiro FJ, Poínhos R",International journal for vitamin and nutrition research. Internationale Zeitschrift fur Vitamin- und Ernahrungsforschung. Journal international de vitaminologie et de nutrition,2024,https://pubmed.ncbi.nlm.nih.gov/37563907/
6ebb59fd-1864-47da-b6f9-cfa5419032b6,Binaural Beats for Memory,Optimize Workspace Focus with Light,focus,Binaural Beats for Memory cognitive performance,1,37270841,Effects of inaudible binaural beats on visuospatial memory.,"Kim YJ, Kim KB, Kim JS et al.",Neuroreport,2023,https://pubmed.ncbi.nlm.nih.gov/37270841/
6ebb59fd-1864-47da-b6f9-cfa5419032b6,Binaural Beats for Memory,Optimize Workspace Focus with Light,focus,Binaural Beats for Memory cognitive performance,2,29222722,Binaural auditory beats affect long-term memory.,"Garcia-Argibay M, Santed MA, Reales JM",Psychological research,2019,https://pubmed.ncbi.nlm.nih.gov/29222722/
6ebb59fd-1864-47da-b6f9-cfa5419032b6,Binaural Beats for Memory,Optimize Workspace Focus with Light,focus,Binaural Beats for Memory cognitive performance,3,35842538,Potential of binaural beats intervention for improving memory and attention: insights from meta-analysis and systematic review.,"Basu S, Banerjee B",Psychological research,2023,https://pubmed.ncbi.nlm.nih.gov/35842538/
5fa19535-f019-4c8d-9ff7-3b013242fb0e,Ultradian Cycle Work Sessions,Morning Focus Protocol,focus,Ultradian Cycle Work Sessions cognitive performance,1,33715396,Sleepy Psychotherapists: How Clinicians' Biological Factors May Affect the Conduct of Psychotherapy.,Yager J,American journal of psychotherapy,2021,https://pubmed.ncbi.nlm.nih.gov/33715396/
5fa19535-f019-4c8d-9ff7-3b013242fb0e,Ultradian Cycle Work Sessions,Morning Focus Protocol,focus,Ultradian Cycle Work Sessions cognitive performance,2,2226046,Ultradian rhythms in the EEG and task performance.,"Meneses Ortega S, Corsi Cabrera M",Chronobiologia,1990,https://pubmed.ncbi.nlm.nih.gov/2226046/
5fa19535-f019-4c8d-9ff7-3b013242fb0e,Ultradian Cycle Work Sessions,Morning Focus Protocol,focus,Ultradian Cycle Work Sessions cognitive performance,3,20636204,"Contribution of core body temperature, prior wake time, and sleep stages to cognitive throughput performance during forced desynchrony.","Darwent D, Ferguson SA, Sargent C et al.",Chronobiology international,2010,https://pubmed.ncbi.nlm.nih.gov/20636204/
f30a5f97-a193-452b-9c99-3845e02bdd18,Binaural Beats for Concentration,Morning Focus Protocol,focus,Binaural Beats for Concentration cognitive performance,1,39414877,Effects of inaudible Binaural beats on visuospatial memory performance and hemodynamic responses.,"Kim JS, Kim KB, Jeong YB et al.",Scientific reports,2024,https://pubmed.ncbi.nlm.nih.gov/39414877/
e746642d-4efb-4cde-b1c8-c6da7d0b6248,Quality Sleep Foundation,Morning Focus Protocol,focus,Quality Sleep Foundation cognitive performance,1,35753151,Physiological markers of sleep quality: A scoping review.,"McCarter SJ, Hagen PT, St Louis EK et al.",Sleep medicine reviews,2022,https://pubmed.ncbi.nlm.nih.gov/35753151/
e746642d-4efb-4cde-b1c8-c6da7d0b6248,Quality Sleep Foundation,Morning Focus Protocol,focus,Quality Sleep Foundation cognitive performance,2,38231522,Components and Delivery Formats of Cognitive Behavioral Therapy for Chronic Insomnia in Adults: A Systematic Review and Component Network Meta-Analysis.,"Furukawa Y, Sakata M, Yamamoto R et al.",JAMA psychiatry,2024,https://pubmed.ncbi.nlm.nih.gov/38231522/
e746642d-4efb-4cde-b1c8-c6da7d0b6248,Quality Sleep Foundation,Morning Focus Protocol,focus,Quality Sleep Foundation cognitive performance,3,38140360,"Sleep, Nutrition, and Injury Risk in Adolescent Athletes: A Narrative Review.","Mason L, Connolly J, Devenney LE et al.",Nutrients,2023,https://pubmed.ncbi.nlm.nih.gov/38140360/
2c4d7245-4477-4777-a8da-59c0d91155f5,Hot Bath Protocol,Enhance Physical Performance with Heat Exposure,exercise,Hot Bath Protocol exercise physiology,1,38967392,Hot But Not Cold Water Immersion Mitigates the Decline in Rate of Force Development Following Exercise-Induced Muscle Damage.,"Benoît S, Nicolas B, Grégoire MP et al.",Medicine and science in sports and exercise,2024,https://pubmed.ncbi.nlm.nih.gov/38967392/
2c4d7245-4477-4777-a8da-59c0d91155f5,Hot Bath Protocol,Enhance Physical Performance with Heat Exposure,exercise,Hot Bath Protocol exercise physiology,2,19735245,Tibetan medicine and regeneration.,"Dhondup L, Husted C",Annals of the New York Academy of Sciences,2009,https://pubmed.ncbi.nlm.nih.gov/19735245/
2c4d7245-4477-4777-a8da-59c0d91155f5,Hot Bath Protocol,Enhance Physical Performance with Heat Exposure,exercise,Hot Bath Protocol exercise physiology,3,41452289,"Hot- and Cold-Water Immersion Do Not Alter Performance or Perceived Fatigability but Improve Muscle Activation, Cardiac Vagal Modulation, and Cardiorespiratory Recovery After Distinct Running Protocols.","Dutra YM, Mendonça PT, Cheng AJ et al.",Scandinavian journal of medicine & science in sports,2025,https://pubmed.ncbi.nlm.nih.gov/41452289/
8bdc7bb4-2030-4122-b5c4-46b009d6320f,Sauna for Growth Hormone Release,Enhance Physical Performance with Heat Exposure,exercise,Sauna for Growth Hormone Release exercise physiology,1,17514589,Growth hormone response to different consecutive stress stimuli in healthy men: is there any difference?,"Jezova D, Radikova Z, Vigas M","Stress (Amsterdam, Netherlands)",2007,https://pubmed.ncbi.nlm.nih.gov/17514589/
8bdc7bb4-2030-4122-b5c4-46b009d6320f,Sauna for Growth Hormone Release,Enhance Physical Performance with Heat Exposure,exercise,Sauna for Growth Hormone Release exercise physiology,2,2022201,Contribution of hGH20K variant to blood hGH response in sauna and exercise.,"Doré S, Brisson GR, Fournier A et al.",European journal of applied physiology and occupational physiology,1991,https://pubmed.ncbi.nlm.nih.gov/2022201/
2c32a775-e9d7-42ef-b0e4-75d293cd0f5b,Local Heat Application,Enhance Physical Performance with Heat Exposure,exercise,Local Heat Application exercise physiology,1,34399057,Effect of local heat application during exercise on gene expression related to mitochondrial homeostasis.,"O'Reilly N, Collins C, McGlynn ML et al.","Applied physiology, nutrition, and metabolism = Physiologie appliquee, nutrition et metabolisme",2021,https://pubmed.ncbi.nlm.nih.gov/34399057/
2c32a775-e9d7-42ef-b0e4-75d293cd0f5b,Local Heat Application,Enhance Physical Performance with Heat Exposure,exercise,Local Heat Application exercise physiology,2,39497702,The combined influences of local heat application and resistance exercise on the acute mRNA response of skeletal muscle.,"McGlynn ML, Rosales AM, Collins CW et al.",Frontiers in physiology,2024,https://pubmed.ncbi.nlm.nih.gov/39497702/
2c32a775-e9d7-42ef-b0e4-75d293cd0f5b,Local Heat Application,Enhance Physical Performance with Heat Exposure,exercise,Local Heat Application exercise physiology,3,40963015,Peroxisomal metabolism of branched fatty acids regulates energy homeostasis.,"Liu X, He A, Lu D et al.",Nature,2025,https://pubmed.ncbi.nlm.nih.gov/40963015/
abf8708d-8be9-4012-b000-b24bba9f57a5,Resveratrol Supplementation,Longevity & Vitality Support,nutrition,Resveratrol Supplementation nutrition,1,32564438,"Regular Supplementation With Resveratrol Improves Bone Mineral Density in Postmenopausal Women: A Randomized, Placebo-Controlled Trial.","Wong RH, Thaung Zaw JJ, Xian CJ et al.",Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,2020,https://pubmed.ncbi.nlm.nih.gov/32564438/
abf8708d-8be9-4012-b000-b24bba9f57a5,Resveratrol Supplementation,Longevity & Vitality Support,nutrition,Resveratrol Supplementation nutrition,2,39725607,Gut microbiota-derived 4-hydroxyphenylacetic acid from resveratrol supplementation prevents obesity through SIRT1 signaling activation.,"Wang P, Wang R, Zhao W et al.",Gut microbes,2025,https://pubmed.ncbi.nlm.nih.gov/39725607/
abf8708d-8be9-4012-b000-b24bba9f57a5,Resveratrol Supplementation,Longevity & Vitality Support,nutrition,Resveratrol Supplementation nutrition,3,22055504,Calorie restriction-like effects of 30 days of resveratrol supplementation on energy metabolism and metabolic profile in obese humans.,"Timmers S, Konings E, Bilet L et al.",Cell metabolism,2011,https://pubmed.ncbi.nlm.nih.gov/22055504/
de268c6d-d363-4d4f-b8be-e7403c5263c5,Creatine for Brain & Muscle,Longevity & Vitality Support,nutrition,Creatine for Brain Muscle nutrition,1,35267907,Effects of Creatine Supplementation on Brain Function and Health.,"Forbes SC, Cordingley DM, Cornish SM et al.",Nutrients,2022,https://pubmed.ncbi.nlm.nih.gov/35267907/
de268c6d-d363-4d4f-b8be-e7403c5263c5,Creatine for Brain & Muscle,Longevity & Vitality Support,nutrition,Creatine for Brain Muscle nutrition,2,37368234,"""Heads Up"" for Creatine Supplementation and its Potential Applications for Brain Health and Function.","Candow DG, Forbes SC, Ostojic SM et al.","Sports medicine (Auckland, N.Z.)",2023,https://pubmed.ncbi.nlm.nih.gov/37368234/
de268c6d-d363-4d4f-b8be-e7403c5263c5,Creatine for Brain & Muscle,Longevity & Vitality Support,nutrition,Creatine for Brain Muscle nutrition,3,33578876,Creatine Supplementation and Brain Health.,"Roschel H, Gualano B, Ostojic SM et al.",Nutrients,2021,https://pubmed.ncbi.nlm.nih.gov/33578876/
bfc556f4-3b5f-4bbb-9cdf-98bf919e2576,Omega-3 Fatty Acids,Longevity & Vitality Support,nutrition,Omega-3 Fatty Acids nutrition,1,39810703,International Society of Sports Nutrition Position Stand: Long-Chain Omega-3 Polyunsaturated Fatty Acids.,"Jäger R, Heileson JL, Abou Sawan S et al.",Journal of the International Society of Sports Nutrition,2025,https://pubmed.ncbi.nlm.nih.gov/39810703/
bfc556f4-3b5f-4bbb-9cdf-98bf919e2576,Omega-3 Fatty Acids,Longevity & Vitality Support,nutrition,Omega-3 Fatty Acids nutrition,2,32393071,Omega-3 Polyunsaturated Fatty Acids and Lung Cancer: nutrition or Pharmacology?,"Vega OM, Abkenari S, Tong Z et al.",Nutrition and cancer,2021,https://pubmed.ncbi.nlm.nih.gov/32393071/
bfc556f4-3b5f-4bbb-9cdf-98bf919e2576,Omega-3 Fatty Acids,Longevity & Vitality Support,nutrition,Omega-3 Fatty Acids nutrition,3,33670026,Nutrient Requirements during Pregnancy and Lactation.,"Jouanne M, Oddoux S, Noël A et al.",Nutrients,2021,https://pubmed.ncbi.nlm.nih.gov/33670026/
0c122dcd-07ee-4a60-b54b-aea1052576dd,Cold Water Immersion,Cold Exposure Thermogenesis Protocol,cold-heat,Cold Water Immersion cold-heat,1,40983804,"Isolated and Combined Effects of Cold, Heat and Hypoxia Therapies on Muscle Recovery Following Exercise-Induced Muscle Damage.","Rousse Y, Sautillet B, Costalat G et al.","Sports medicine (Auckland, N.Z.)",2025,https://pubmed.ncbi.nlm.nih.gov/40983804/
0c122dcd-07ee-4a60-b54b-aea1052576dd,Cold Water Immersion,Cold Exposure Thermogenesis Protocol,cold-heat,Cold Water Immersion cold-heat,2,27495743,Short-term test-retest-reliability of conditioned pain modulation using the cold-heat-pain method in healthy subjects and its correlation to parameters of standardized quantitative sensory testing.,"Gehling J, Mainka T, Vollert J et al.",BMC neurology,2016,https://pubmed.ncbi.nlm.nih.gov/27495743/
0c122dcd-07ee-4a60-b54b-aea1052576dd,Cold Water Immersion,Cold Exposure Thermogenesis Protocol,cold-heat,Cold Water Immersion cold-heat,3,12161261,Hypothermia inhibits cell proliferation and nitric oxide synthase expression in rats.,"Lee KS, Lim BV, Jang MH et al.",Neuroscience letters,2002,https://pubmed.ncbi.nlm.nih.gov/12161261/
62310e1d-23b4-4568-a985-ebc67dee5d2c,Cold Air Exposure,Cold Exposure Thermogenesis Protocol,cold-heat,Cold Air Exposure cold-heat,1,19194300,"Weather-related mortality: how heat, cold, and heat waves affect mortality in the United States.","Anderson BG, Bell ML","Epidemiology (Cambridge, Mass.)",2009,https://pubmed.ncbi.nlm.nih.gov/19194300/
62310e1d-23b4-4568-a985-ebc67dee5d2c,Cold Air Exposure,Cold Exposure Thermogenesis Protocol,cold-heat,Cold Air Exposure cold-heat,2,26871555,Ambient temperature and risk of cardiovascular hospitalization: An updated systematic review and meta-analysis.,"Phung D, Thai PK, Guo Y et al.",The Science of the total environment,2016,https://pubmed.ncbi.nlm.nih.gov/26871555/
62310e1d-23b4-4568-a985-ebc67dee5d2c,Cold Air Exposure,Cold Exposure Thermogenesis Protocol,cold-heat,Cold Air Exposure cold-heat,3,39555808,Establishing A Mouse Model for Respiratory Tract Extreme Low-temperature Air Inhalation.,"Yanchao L, Huan X, Chunyang L et al.",Journal of visualized experiments : JoVE,2024,https://pubmed.ncbi.nlm.nih.gov/39555808/
d0e8059b-965f-4f8c-afa0-93b31510ed8f,Fasted Cold Exposure,Cold Exposure Thermogenesis Protocol,cold-heat,Fasted Cold Exposure cold-heat,1,30220336,Intermittent living; the use of ancient challenges as a vaccine against the deleterious effects of modern life - A hypothesis.,"Pruimboom L, Muskiet FAJ",Medical hypotheses,2018,https://pubmed.ncbi.nlm.nih.gov/30220336/
0fc03c14-8ac4-40d2-9221-5832b44c8908,Binaural Beats for Concentration,Workspace Focus Optimization,focus,Binaural Beats for Concentration cognitive performance,1,39414877,Effects of inaudible Binaural beats on visuospatial memory performance and hemodynamic responses.,"Kim JS, Kim KB, Jeong YB et al.",Scientific reports,2024,https://pubmed.ncbi.nlm.nih.gov/39414877/
6d2b1df8-0f44-44b0-9948-1c45a7162014,Optimize Lighting Position,Workspace Focus Optimization,focus,Optimize Lighting Position cognitive performance,1,35298459,"Recommendations for daytime, evening, and nighttime indoor light exposure to best support physiology, sleep, and wakefulness in healthy adults.","Brown TM, Brainard GC, Cajochen C et al.",PLoS biology,2022,https://pubmed.ncbi.nlm.nih.gov/35298459/
6d2b1df8-0f44-44b0-9948-1c45a7162014,Optimize Lighting Position,Workspace Focus Optimization,focus,Optimize Lighting Position cognitive performance,2,37062428,TFOS Lifestyle: Impact of the digital environment on the ocular surface.,"Wolffsohn JS, Lingham G, Downie LE et al.",The ocular surface,2023,https://pubmed.ncbi.nlm.nih.gov/37062428/
6d2b1df8-0f44-44b0-9948-1c45a7162014,Optimize Lighting Position,Workspace Focus Optimization,focus,Optimize Lighting Position cognitive performance,3,16767184,Principles of modern low vision rehabilitation.,Markowitz SN,Canadian journal of ophthalmology. Journal canadien d'ophtalmologie,2006,https://pubmed.ncbi.nlm.nih.gov/16767184/
f84dd24e-4775-40c0-a53c-dc4ce2f62e13,Body Posture Optimization,Workspace Focus Optimization,focus,Body Posture Optimization cognitive performance,1,40285106,"Assessing Vibrotactile Feedback Effects on Posture, Muscle Recruitment, and Cognitive Performance.","Tuken D, Silva I, Vitali RV","Sensors (Basel, Switzerland)",2025,https://pubmed.ncbi.nlm.nih.gov/40285106/
